City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
233,Kamenka,RU,51.32,42.77,58.01,75,13,6.85,few clouds
234,Grindu,RO,44.77,26.92,61.12,52,7,3.0,clear sky
235,Leh,IN,34.17,77.58,67.77,29,7,4.32,clear sky
236,Aseri,EE,59.45,26.87,59.29,69,95,19.42,overcast clouds
237,Coronel Martinez,PY,-25.75,-56.62,60.04,98,9,2.66,clear sky
238,Tolaga Bay,NZ,-38.37,178.3,58.26,98,100,7.23,overcast clouds
239,Marathon,US,44.9,-89.77,78.66,78,2,1.01,clear sky
240,Kahului,US,20.89,-156.47,80.96,67,5,12.41,clear sky
241,Kandrian,PG,-6.22,149.55,82.6,74,90,4.41,light rain
242,Cherskiy,RU,68.75,161.3,46.78,60,90,14.38,overcast clouds
243,Doka,SD,13.52,35.77,71.44,87,97,10.56,overcast clouds
244,Yelizovo,RU,53.19,158.38,62.74,77,40,15.99,scattered clouds
245,Talnakh,RU,69.49,88.4,58.21,45,97,1.21,overcast clouds
246,Rio Grande,BR,-32.03,-52.1,42.94,87,0,6.6,clear sky
247,Bethel,US,41.37,-73.41,79.65,78,69,3.31,broken clouds
248,Plettenberg Bay,ZA,-34.05,23.37,54.03,84,100,7.07,overcast clouds
249,Mar Del Plata,AR,-38.0,-57.56,46.09,75,0,12.66,light rain
250,Umtata,ZA,-31.59,28.78,48.76,87,2,2.3,clear sky
251,Tilichiki,RU,60.47,166.1,56.71,85,100,6.2,overcast clouds
252,Alofi,NU,-19.06,-169.92,80.49,65,75,21.85,broken clouds
253,Mehamn,NO,71.04,27.85,51.75,100,100,2.3,light rain
254,Pisco,PE,-13.7,-76.22,60.85,82,100,4.61,mist
255,Teterow,DE,53.78,12.57,69.91,61,93,8.3,overcast clouds
256,Manzhouli,CN,49.6,117.43,81.63,33,62,6.49,broken clouds
257,Cheney,US,47.49,-117.58,83.17,32,0,3.62,clear sky
258,Nara,JP,34.69,135.8,87.91,43,99,5.91,overcast clouds
259,Tasiilaq,GL,65.61,-37.64,37.31,89,73,5.32,broken clouds
260,Agadir,MA,30.42,-9.6,75.65,38,83,3.02,broken clouds
261,Astaneh-Ye Ashrafiyeh,IR,37.26,49.94,78.73,72,40,8.37,scattered clouds
262,Mokrousovo,RU,55.81,66.77,63.37,97,100,9.06,light rain
263,Ust-Kalmanka,RU,52.12,83.31,67.89,56,20,9.89,few clouds
264,Alice Springs,AU,-23.7,133.88,65.75,30,0,11.5,clear sky
265,Puri,IN,19.8,85.85,79.32,73,100,11.68,heavy intensity rain
266,North Bay,CA,46.32,-79.47,75.15,82,100,3.44,overcast clouds
267,Manokwari,ID,-0.87,134.08,75.78,90,100,2.68,overcast clouds
268,Formosa,AR,-26.18,-58.18,59.32,97,0,4.52,clear sky
269,Pak Phanang,TH,8.35,100.2,85.57,68,99,10.74,overcast clouds
270,Mala,PE,-12.66,-76.63,61.81,84,70,4.9,broken clouds
271,Natal,BR,-5.79,-35.21,72.25,94,0,4.61,clear sky
272,Abha,SA,18.22,42.51,66.45,56,0,0.0,clear sky
273,Osakarovka,KZ,50.56,72.57,73.49,33,86,9.8,overcast clouds
274,Price,US,39.6,-110.81,81.12,36,99,1.41,overcast clouds
275,Khatanga,RU,71.97,102.5,50.02,47,100,20.0,overcast clouds
276,Collie,AU,-33.37,116.15,58.15,66,97,7.07,overcast clouds
277,Sikasso,ML,10.92,-7.0,70.36,96,100,7.54,light rain
278,Strezhevoy,RU,60.73,77.59,67.24,52,8,6.73,clear sky
279,Muroto,JP,33.28,134.15,80.87,76,86,6.93,overcast clouds
280,Vila Franca Do Campo,PT,37.72,-25.43,74.19,89,92,5.44,overcast clouds
281,Torbay,CA,47.67,-52.73,64.27,95,100,20.71,heavy intensity rain
282,Leshukonskoye,RU,64.9,45.76,69.53,59,6,10.02,clear sky
283,Labuhan,ID,-6.88,112.21,84.31,65,42,11.25,scattered clouds
284,Palmas,BR,-10.21,-48.36,74.19,42,0,1.32,clear sky
285,Lokoja,NG,7.8,6.74,72.43,93,95,3.27,overcast clouds
286,Macau,MO,22.2,113.55,95.86,79,40,10.36,scattered clouds
287,Manggar,ID,-2.88,108.27,83.71,78,38,13.73,scattered clouds
288,Manavalakurichi,IN,8.13,77.3,79.88,79,99,17.87,moderate rain
289,Zafra,ES,38.42,-6.42,65.52,59,0,2.21,clear sky
290,Sabang,ID,5.89,95.32,82.71,73,100,23.31,overcast clouds
291,Deputatskiy,RU,69.3,139.9,34.3,96,100,3.33,overcast clouds
292,Moindou,NC,-21.69,165.68,78.98,72,100,3.58,overcast clouds
293,Westport,US,41.14,-73.36,84.18,84,90,3.0,overcast clouds
294,Uyo,NG,5.03,7.93,71.26,91,96,3.44,overcast clouds
295,Dalvik,IS,65.97,-18.53,47.84,97,100,7.23,overcast clouds
296,Maumee,US,41.56,-83.65,78.01,81,0,0.0,clear sky
297,Thunder Bay,CA,48.4,-89.32,54.75,100,100,4.68,light rain
298,Raudeberg,NO,61.99,5.14,59.67,89,97,20.38,light rain
299,Vuktyl,RU,63.86,57.31,69.26,55,17,14.88,few clouds
300,Rorvik,NO,64.86,11.24,53.67,86,100,14.27,light rain
301,Port Keats,AU,-14.25,129.55,86.16,34,11,2.95,few clouds
302,Ban Nahin,LA,18.24,104.21,85.32,81,100,2.73,overcast clouds
303,Invermere,CA,50.52,-116.04,83.35,21,0,3.2,clear sky
304,Show Low,US,34.25,-110.03,68.36,57,100,7.23,overcast clouds
305,Mirpur Mathelo,PK,28.02,69.55,89.71,64,11,15.68,few clouds
306,Seoul,KR,37.57,126.98,88.99,66,75,8.05,haze
307,Jamsa,FI,61.86,25.19,48.15,83,100,8.84,overcast clouds
308,Loandjili,CG,-4.76,11.86,69.51,92,67,4.18,broken clouds
309,Harrisburg,US,40.27,-76.88,79.29,76,0,1.01,clear sky
310,Palmer,US,42.16,-72.33,78.51,71,70,2.71,broken clouds
311,Pionerskiy,RU,54.95,20.23,55.24,77,92,0.87,overcast clouds
312,Chornobay,UA,49.67,32.32,57.69,90,1,5.32,clear sky
313,Dickinson,US,29.46,-95.05,88.12,78,15,5.99,few clouds
314,Muli,MV,2.92,73.57,81.07,72,100,10.4,moderate rain
315,Zelenoborskiy,RU,66.84,32.36,54.7,93,100,10.31,overcast clouds
316,Watertown,US,42.37,-71.18,82.11,67,55,5.01,broken clouds
317,San Vicente,AR,-26.62,-54.13,57.29,99,45,2.68,scattered clouds
318,Souillac,MU,-20.52,57.52,70.18,60,40,20.71,scattered clouds
319,Los Amates,GT,15.27,-89.1,74.44,97,95,1.25,overcast clouds
320,Sinnamary,GF,5.38,-52.95,76.95,86,49,8.68,scattered clouds
321,Ampanihy,MG,-24.7,44.75,58.69,66,0,6.85,clear sky
322,Hamilton,US,39.18,-84.53,79.84,79,28,4.16,scattered clouds
323,Elizabeth City,US,36.29,-76.25,82.0,88,27,9.64,scattered clouds
324,Svetlyy,RU,54.67,20.13,55.45,84,86,1.54,overcast clouds
325,Bathsheba,BB,13.22,-59.52,80.06,94,30,14.88,scattered clouds
326,Sorong,ID,-0.88,131.25,79.79,79,100,9.86,overcast clouds
327,Srednekolymsk,RU,67.45,153.68,55.06,42,92,6.04,overcast clouds
328,Santiago Del Estero,AR,-27.8,-64.26,55.51,54,2,6.11,clear sky
329,Atagay,RU,55.1,99.39,59.4,76,90,7.99,overcast clouds
330,Metro,ID,-5.11,105.31,81.77,79,96,2.64,overcast clouds
331,Somoto,NI,13.48,-86.58,67.77,92,66,4.85,broken clouds
332,Lucea,JM,18.45,-78.17,78.85,80,11,6.11,few clouds
333,Upata,VE,8.01,-62.4,72.19,96,100,2.17,overcast clouds
334,Hermiston,US,45.84,-119.29,93.63,27,0,4.09,clear sky
335,Manicore,BR,-5.81,-61.3,76.5,61,9,2.42,clear sky
336,Nuuk,GL,64.18,-51.72,45.05,88,85,3.09,overcast clouds
337,Iskateley,RU,67.68,53.15,66.25,61,6,17.36,clear sky
338,Longonjo,AO,-12.91,15.25,55.38,54,7,1.59,clear sky
339,Sawakin,SD,19.11,37.33,87.26,54,19,3.2,few clouds
340,Mana,GF,5.66,-53.78,75.7,89,43,7.67,scattered clouds
341,Muana,BR,-1.53,-49.22,73.81,92,98,4.63,overcast clouds
342,Guerrero Negro,MX,27.98,-114.06,70.95,75,9,14.65,clear sky
343,Nisia Floresta,BR,-6.09,-35.21,70.61,91,3,8.34,clear sky
344,Lengshuitan,CN,26.41,111.6,91.96,57,98,11.48,overcast clouds
345,Kiomboi,TZ,-4.27,34.37,57.09,71,15,7.81,few clouds
346,Altay,CN,47.87,88.12,63.68,43,63,6.2,broken clouds
347,Nouadhibou,MR,20.93,-17.03,66.97,96,28,18.88,scattered clouds
348,Cayenne,GF,4.93,-52.33,76.08,1,99,3.44,moderate rain
349,Le Vauclin,MQ,14.55,-60.84,79.84,89,75,4.61,broken clouds
350,Mbala,ZM,-8.84,31.37,55.35,76,5,7.92,clear sky
351,Stabat,ID,3.76,98.45,82.18,56,53,2.44,broken clouds
352,Hay River,CA,60.82,-115.8,58.21,74,68,14.67,broken clouds
353,Prince George,CA,53.92,-122.75,69.62,48,10,1.01,clear sky
354,Gueret,FR,46.17,1.87,58.77,98,95,2.35,overcast clouds
355,Naze,JP,28.37,129.48,83.68,80,99,15.99,overcast clouds
356,Greenville,US,35.61,-77.37,82.44,86,0,9.22,clear sky
357,Zhigansk,RU,66.77,123.37,51.78,59,19,18.45,few clouds
358,Verin,ES,41.94,-7.44,61.56,96,0,4.32,clear sky
359,Penzance,GB,50.12,-5.54,65.08,94,62,7.47,broken clouds
360,Qiongshan,CN,20.01,110.35,88.5,67,100,11.25,overcast clouds
361,Karatau,KZ,43.17,70.47,82.38,23,0,8.84,clear sky
362,Mukhen,RU,48.1,136.1,71.01,70,97,6.2,overcast clouds
363,Ngaoundere,CM,7.32,13.58,63.54,96,100,0.56,light rain
364,Constitucion,CL,-35.33,-72.42,46.99,59,0,7.74,clear sky
365,Pirovskoye,RU,57.63,92.27,61.97,77,91,9.57,overcast clouds
366,Vardo,NO,70.37,31.11,53.42,89,100,7.34,overcast clouds
367,Taoudenni,ML,22.68,-3.98,88.07,46,18,7.52,few clouds
368,Viedma,AR,-40.81,-63.0,55.6,29,91,22.64,overcast clouds
369,Den Helder,NL,52.96,4.76,75.18,62,0,7.0,clear sky
370,Teahupoo,PF,-17.83,-149.27,75.16,67,2,3.98,clear sky
371,Narsaq,GL,60.92,-46.05,48.42,90,100,1.97,overcast clouds
372,Huainan,CN,32.63,117.0,79.11,92,100,7.87,moderate rain
373,Denpasar,ID,-8.65,115.22,80.26,78,20,14.97,few clouds
374,Semirom,IR,31.42,51.57,67.35,17,0,2.66,clear sky
375,Vao,NC,-22.67,167.48,73.89,90,47,12.21,scattered clouds
376,Kalabo,ZM,-14.97,22.68,51.12,53,4,6.55,clear sky
377,Port Blair,IN,11.67,92.75,79.25,86,100,15.86,overcast clouds
378,Coruripe,BR,-10.13,-36.18,71.91,85,5,8.3,clear sky
379,Sorland,NO,67.67,12.69,53.46,84,100,13.85,overcast clouds
380,Borodino,RU,55.91,94.9,64.78,70,56,14.41,light rain
381,Katangli,RU,51.71,143.23,56.89,86,100,14.36,overcast clouds
382,Tornio,FI,65.85,24.15,53.87,89,2,8.41,clear sky
383,Ngunguru,NZ,-35.62,174.5,62.6,69,28,8.43,scattered clouds
384,Yegros,PY,-26.45,-56.4,59.92,97,1,4.27,clear sky
385,Nordhausen,DE,51.52,10.8,73.15,50,49,1.54,scattered clouds
386,Yanam,IN,16.73,82.22,87.44,65,90,7.16,overcast clouds
387,Svetlogorsk,BY,52.63,29.73,56.12,96,58,6.44,broken clouds
388,Lagoa,PT,39.05,-27.98,70.84,88,0,10.02,clear sky
389,Sao Filipe,CV,14.9,-24.5,76.93,85,77,6.67,broken clouds
390,Jutai,BR,-5.18,-68.9,74.19,76,82,1.14,broken clouds
391,Caravelas,BR,-17.71,-39.25,69.98,89,4,4.12,clear sky
392,Sault Sainte Marie,CA,46.52,-84.33,73.96,83,0,5.75,clear sky
393,Doha,QA,25.29,51.53,93.18,75,19,4.61,haze
394,Remedios,CU,22.49,-79.55,80.17,83,7,12.08,clear sky
395,Iqaluit,CA,63.75,-68.51,38.93,100,100,5.75,light rain
396,Petropavlovka,RU,50.61,105.32,66.6,53,27,2.82,scattered clouds
397,Nador,MA,35.17,-2.93,75.45,94,75,2.3,broken clouds
398,Kaeo,NZ,-35.1,173.78,59.52,78,38,8.9,scattered clouds
399,Beringovskiy,RU,63.05,179.32,50.56,83,72,27.09,light rain
400,Grindavik,IS,63.84,-22.43,50.47,93,0,9.22,clear sky
401,Rondonopolis,BR,-16.47,-54.64,70.75,33,36,2.95,scattered clouds
402,Clyde River,CA,70.47,-68.59,34.03,100,100,3.44,overcast clouds
403,Colquechaca,BO,-18.67,-66.02,31.96,76,12,1.16,few clouds
404,Achinsk,RU,56.27,90.5,62.44,81,77,11.41,light rain
405,Maragogi,BR,-9.01,-35.22,73.42,81,0,9.31,clear sky
406,Newport,GB,51.59,-3.0,67.24,81,85,12.93,overcast clouds
407,Shimoda,JP,34.67,138.95,84.43,74,80,6.13,broken clouds
408,Severnoye,RU,56.35,78.36,59.49,90,92,5.46,light rain
409,Ilulissat,GL,69.22,-51.1,41.32,88,98,4.32,overcast clouds
410,Roald,NO,62.58,6.13,68.92,68,40,14.97,light rain
411,Darhan,MN,49.49,105.92,62.11,73,100,7.36,overcast clouds
412,Bouna,CI,9.27,-3.0,71.17,87,100,6.82,overcast clouds
413,Kayes,ML,14.0,-11.0,76.17,84,100,8.81,light rain
414,Palasa,IN,18.77,84.42,86.36,72,99,7.99,overcast clouds
415,Tessalit,ML,20.2,1.01,87.84,38,90,9.15,overcast clouds
416,Bubaque,GW,11.28,-15.83,78.62,82,100,17.36,light rain
417,Ko Samui,TH,9.54,99.94,82.42,79,90,15.95,overcast clouds
418,Russell,US,32.35,-85.2,79.88,94,0,0.0,clear sky
419,Northam,GB,51.03,-4.22,65.39,90,84,8.21,broken clouds
420,Soresina,IT,45.29,9.86,79.23,52,0,6.49,clear sky
421,Baykit,RU,61.67,96.37,63.3,71,93,5.14,light rain
422,Ojuelos De Jalisco,MX,21.87,-101.58,68.02,56,90,12.84,overcast clouds
423,Sechura,PE,-5.56,-80.82,63.25,81,83,11.59,broken clouds
424,Portland,US,45.52,-122.68,88.38,46,0,6.91,clear sky
425,Zhezkazgan,KZ,47.8,67.71,76.98,23,20,8.95,few clouds
426,Inhambane,MZ,-23.86,35.38,67.24,86,0,4.76,clear sky
427,Bakal,RU,54.94,58.81,56.16,87,100,6.78,overcast clouds
428,Ayna,PE,-12.65,-73.92,58.05,83,24,1.81,few clouds
429,Boda,CF,4.32,17.47,67.35,98,100,2.37,overcast clouds
430,Arlit,NE,18.74,7.39,85.86,41,89,3.33,overcast clouds
431,Muros,ES,42.78,-9.06,65.08,87,92,3.51,overcast clouds
432,Biak,ID,-0.91,122.88,81.55,73,61,3.71,broken clouds
433,Adre,TD,13.47,22.2,74.05,77,34,7.27,scattered clouds
434,Mecca,SA,21.43,39.83,83.68,35,88,6.29,overcast clouds
435,Ostrovnoy,RU,68.05,39.51,50.81,93,100,8.99,overcast clouds
436,Broken Hill,AU,-31.95,141.43,51.48,58,76,12.17,broken clouds
437,Marienburg,PL,54.04,19.03,61.12,78,8,3.02,clear sky
438,Hudson Bay,CA,52.85,-102.38,68.52,79,50,7.05,scattered clouds
439,Batagay,RU,67.63,134.63,47.46,71,100,7.23,overcast clouds
440,Vestmanna,FO,62.16,-7.17,50.92,100,100,10.36,heavy intensity drizzle
441,Ugoofaaru,MV,5.67,73.0,81.1,73,100,15.23,overcast clouds
442,Miles City,US,46.41,-105.84,77.56,32,0,6.51,clear sky
443,Ilesha,NG,7.14,5.26,66.18,97,40,2.53,scattered clouds
444,Mirpur Sakro,PK,24.55,67.63,84.78,80,99,17.25,overcast clouds
445,Bandarbeyla,SO,9.49,50.81,77.74,62,90,30.31,overcast clouds
446,Blythe,US,33.61,-114.6,107.04,18,94,8.81,overcast clouds
447,Luderitz,NA,-26.65,15.16,55.42,66,0,18.9,clear sky
448,Esperantinopolis,BR,-4.87,-44.71,73.09,62,74,2.37,broken clouds
449,Yokadouma,CM,3.52,15.05,67.59,99,100,1.41,overcast clouds
450,Makaha,US,21.47,-158.22,81.73,57,75,10.36,broken clouds
451,Dano,BF,11.15,-3.07,71.71,94,100,7.54,light rain
452,San Patricio,US,28.02,-97.52,84.29,75,0,19.17,clear sky
453,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,61.39,77,40,15.66,scattered clouds
454,Jiamusi,CN,46.83,130.35,79.12,67,48,0.74,scattered clouds
455,Itabirito,BR,-20.25,-43.8,56.1,72,0,2.66,clear sky
456,Shitanjing,CN,39.23,106.34,73.92,39,0,7.09,clear sky
457,Chimbote,PE,-9.09,-78.58,61.3,88,33,8.1,scattered clouds
458,Springbok,ZA,-29.66,17.89,39.45,81,0,5.19,clear sky
459,Havre,FR,49.58,0.33,67.77,83,75,4.61,broken clouds
460,Suntar,RU,62.14,117.63,61.34,78,100,6.91,overcast clouds
461,Novo Aripuana,BR,-5.12,-60.38,76.08,61,28,0.83,scattered clouds
462,La Primavera,CO,5.49,-70.41,72.39,95,100,2.55,overcast clouds
463,Carmo Do Rio Claro,BR,-20.97,-46.12,60.96,63,0,0.96,clear sky
464,Dunedin,NZ,-45.87,170.5,44.29,88,100,7.58,overcast clouds
465,Waipawa,NZ,-41.41,175.52,50.63,96,98,5.95,light rain
466,Batemans Bay,AU,-35.72,150.18,53.1,59,99,6.35,overcast clouds
467,Nanortalik,GL,60.14,-45.24,46.87,94,99,9.51,overcast clouds
